"","Time","TimeMDT","TemperatureF","Dew_PointF","Humidity","Sea_Level_PressureIn","VisibilityMPH","Wind_Direction","Wind_SpeedMPH","Gust_SpeedMPH","PrecipitationIn","Events","Conditions","WindDirDegrees","DateUTC","TimeMST"
"8719",2013-07-28 14:25:00,"2:25 PM",75.2,30.2,"19",29.95,10,"NW","17.3","29.9","N/A","","Partly Cloudy",310,"2013-07-28 20:25:00",NA
"8720",2013-07-28 14:53:00,"2:53 PM",75,27,"17",29.8,10,"NW","10.4","19.6","N/A","","Mostly Cloudy",310,"2013-07-28 20:53:00",NA
"8721",2013-07-28 15:53:00,"3:53 PM",77,28.9,"17",29.76,10,"NW","15.0","20.7","0.00","","Clear",310,"2013-07-28 21:53:00",NA
"8722",2013-07-28 16:53:00,"4:53 PM",79,30,"17",29.77,9,"NW","21.9","29.9","N/A","","Clear",320,"2013-07-28 22:53:00",NA
"8723",2013-07-28 17:53:00,"5:53 PM",77,33.1,"20",29.77,8,"NNE","10.4","-","N/A","Thunderstorm","Clear",20,"2013-07-28 23:53:00",NA
"8724",2013-07-28 18:11:00,"6:11 PM",75.2,32,"21",29.93,8,"North","9.2","-","N/A","","Clear",10,"2013-07-29 00:11:00",NA
"8725",2013-07-28 18:53:00,"6:53 PM",75,30,"19",29.78,8,"NW","5.8","-","N/A","","Clear",320,"2013-07-29 00:53:00",NA
"8726",2013-07-28 19:53:00,"7:53 PM",72,37,"28",29.8,10,"NNE","10.4","-","N/A","","Partly Cloudy",30,"2013-07-29 01:53:00",NA
"8727",2013-07-28 20:53:00,"8:53 PM",70,35.1,"28",29.8,9,"SSW","3.5","-","N/A","","Mostly Cloudy",200,"2013-07-29 02:53:00",NA
"8728",2013-07-28 21:53:00,"9:53 PM",68,39,"35",29.8,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2013-07-29 03:53:00",NA
"8729",2013-07-28 22:53:00,"10:53 PM",64.9,41,"42",29.82,10,"SW","9.2","-","N/A","Thunderstorm","Overcast",230,"2013-07-29 04:53:00",NA
"8730",2013-07-29 00:01:00,"12:01 AM",60.8,44.6,"55",30,10,"North","6.9","-","0.00","Rain","Light Rain",10,"2013-07-29 06:01:00",NA
"8731",2013-07-29 00:08:00,"12:08 AM",60.8,44.6,"55",30,10,"NE","4.6","-","0.00","Rain-Thunderstorm","Light Thunderstorms and Rain",40,"2013-07-29 06:08:00",NA
"8732",2013-07-29 00:23:00,"12:23 AM",59,46.4,"63",30,10,"Calm","Calm","-","0.00","Rain","Light Rain",0,"2013-07-29 06:23:00",NA
"8733",2013-07-29 00:53:00,"12:53 AM",57,50,"77",29.83,10,"ESE","5.8","-","0.00","","Overcast",120,"2013-07-29 06:53:00",NA
"8734",2013-07-29 01:53:00,"1:53 AM",54,50,"86",29.86,10,"ENE","8.1","-","0.00","","Clear",60,"2013-07-29 07:53:00",NA
"8735",2013-07-29 02:53:00,"2:53 AM",53.1,48,"83",29.87,10,"South","5.8","-","N/A","","Clear",170,"2013-07-29 08:53:00",NA
"8736",2013-07-29 03:53:00,"3:53 AM",50,46.9,"89",29.88,10,"SSW","5.8","-","N/A","","Clear",200,"2013-07-29 09:53:00",NA
"8737",2013-07-29 04:53:00,"4:53 AM",48.9,45,"86",29.9,10,"South","3.5","-","N/A","","Clear",190,"2013-07-29 10:53:00",NA
"8738",2013-07-29 05:53:00,"5:53 AM",48,46,"93",29.94,10,"East","3.5","-","N/A","","Partly Cloudy",100,"2013-07-29 11:53:00",NA
"8739",2013-07-29 06:53:00,"6:53 AM",46,44.1,"93",29.96,10,"SSE","4.6","-","N/A","","Clear",150,"2013-07-29 12:53:00",NA
"8740",2013-07-29 07:53:00,"7:53 AM",48.9,46,"90",29.98,10,"ESE","4.6","-","N/A","","Clear",120,"2013-07-29 13:53:00",NA
"8741",2013-07-29 08:53:00,"8:53 AM",53.1,46,"77",29.97,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-29 14:53:00",NA
"8742",2013-07-29 09:53:00,"9:53 AM",55.9,46,"69",29.96,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-29 15:53:00",NA
"8743",2013-07-29 10:53:00,"10:53 AM",64,45,"50",29.93,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-29 16:53:00",NA
"8744",2013-07-29 11:53:00,"11:53 AM",66.9,45,"45",29.92,10,"SSE","12.7","18.4","0.01","","Clear",160,"2013-07-29 17:53:00",NA
"8745",2013-07-29 13:53:00,"1:53 PM",71.1,43,"36",29.89,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2013-07-29 19:53:00",NA
"8746",2013-07-29 14:53:00,"2:53 PM",75,41,"29",29.87,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2013-07-29 20:53:00",NA
"8747",2013-07-29 15:53:00,"3:53 PM",75.9,37,"24",29.87,10,"NE","5.8","-","N/A","","Partly Cloudy",40,"2013-07-29 21:53:00",NA
"8748",2013-07-29 16:53:00,"4:53 PM",78.1,33.1,"19",29.86,10,"NE","9.2","-","N/A","","Partly Cloudy",40,"2013-07-29 22:53:00",NA
"8749",2013-07-29 17:53:00,"5:53 PM",79,28,"15",29.85,10,"NNW","9.2","-","N/A","","Clear",330,"2013-07-29 23:53:00",NA
"8750",2013-07-29 18:53:00,"6:53 PM",77,27,"16",29.87,7,"North","8.1","-","N/A","","Clear",350,"2013-07-30 00:53:00",NA
"8751",2013-07-29 19:53:00,"7:53 PM",73,44.1,"35",29.9,10,"North","8.1","-","N/A","","Clear",10,"2013-07-30 01:53:00",NA
"8752",2013-07-29 20:53:00,"8:53 PM",71.1,43,"36",29.91,10,"NNE","8.1","-","N/A","","Clear",20,"2013-07-30 02:53:00",NA
"8753",2013-07-29 21:53:00,"9:53 PM",66.9,44.1,"44",29.94,10,"North","3.5","-","N/A","","Clear",360,"2013-07-30 03:53:00",NA
"8754",2013-07-29 22:53:00,"10:53 PM",63,44.1,"50",29.95,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-30 04:53:00",NA
"8755",2013-07-29 23:53:00,"11:53 PM",57.9,45,"62",29.98,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-30 05:53:00",NA
"8756",2013-07-30 00:53:00,"12:53 AM",55,44.1,"67",29.99,10,"SE","3.5","-","N/A","","Clear",140,"2013-07-30 06:53:00",NA
"8757",2013-07-30 01:53:00,"1:53 AM",52,43,"71",30,10,"SSE","3.5","-","N/A","","Clear",150,"2013-07-30 07:53:00",NA
"8758",2013-07-30 02:53:00,"2:53 AM",50,43,"77",30.01,10,"SE","4.6","-","N/A","","Clear",130,"2013-07-30 08:53:00",NA
"8759",2013-07-30 03:53:00,"3:53 AM",48.9,42.1,"77",30.01,10,"SSW","4.6","-","N/A","","Clear",200,"2013-07-30 09:53:00",NA
"8760",2013-07-30 04:53:00,"4:53 AM",50,42.1,"74",30.04,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2013-07-30 10:53:00",NA
"8761",2013-07-30 05:53:00,"5:53 AM",48.9,43,"80",30.07,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-30 11:53:00",NA
"8762",2013-07-30 06:53:00,"6:53 AM",50,42.1,"74",30.09,10,"South","5.8","-","N/A","","Mostly Cloudy",170,"2013-07-30 12:53:00",NA
"8763",2013-07-30 07:53:00,"7:53 AM",52,44.1,"74",30.1,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2013-07-30 13:53:00",NA
"8764",2013-07-30 08:53:00,"8:53 AM",57.9,44.1,"60",30.08,10,"South","6.9","-","N/A","","Clear",180,"2013-07-30 14:53:00",NA
"8765",2013-07-30 09:53:00,"9:53 AM",64,43,"46",30.07,10,"NNW","5.8","-","N/A","","Scattered Clouds",340,"2013-07-30 15:53:00",NA
"8766",2013-07-30 10:53:00,"10:53 AM",69.1,37,"31",30.06,10,"NNE","3.5","-","N/A","","Partly Cloudy",20,"2013-07-30 16:53:00",NA
"8767",2013-07-30 11:53:00,"11:53 AM",72,35.1,"26",30.08,10,"North","4.6","-","N/A","","Scattered Clouds",350,"2013-07-30 17:53:00",NA
"8768",2013-07-30 12:53:00,"12:53 PM",73,33.1,"23",30.08,10,"North","5.8","-","N/A","","Clear",350,"2013-07-30 18:53:00",NA
"8769",2013-07-30 13:53:00,"1:53 PM",73.9,34,"23",30.07,10,"ENE","6.9","-","N/A","","Overcast",60,"2013-07-30 19:53:00",NA
"8770",2013-07-30 14:23:00,"2:23 PM",73.4,41,"31",30.21,10,"ESE","12.7","-","0.00","Rain-Thunderstorm","Light Rain",120,"2013-07-30 20:23:00",NA
"8771",2013-07-30 14:38:00,"2:38 PM",71.6,42.8,"35",30.22,10,"NNW","5.8","-","0.00","Rain","Light Rain",330,"2013-07-30 20:38:00",NA
"8772",2013-07-30 14:48:00,"2:48 PM",64.4,42.8,"45",30.25,5,"NW","12.7","27.6","0.02","Rain-Thunderstorm","Thunderstorms and Rain",310,"2013-07-30 20:48:00",NA
"8773",2013-07-30 14:53:00,"2:53 PM",64,45,"50",30.16,5,"WNW","11.5","27.6","0.02","Rain-Thunderstorm","Light Thunderstorms and Rain",290,"2013-07-30 20:53:00",NA
"8774",2013-07-30 15:07:00,"3:07 PM",64.4,46.4,"52",30.25,7,"North","6.9","-","0.04","Rain","Light Rain",350,"2013-07-30 21:07:00",NA
"8775",2013-07-30 15:53:00,"3:53 PM",71.1,43,"36",30.1,10,"NE","6.9","-","0.04","","Partly Cloudy",40,"2013-07-30 21:53:00",NA
"8776",2013-07-30 16:53:00,"4:53 PM",71.1,43,"36",30.1,10,"NNW","3.5","-","N/A","","Clear",330,"2013-07-30 22:53:00",NA
"8777",2013-07-30 17:53:00,"5:53 PM",73,37.9,"28",30.1,10,"WNW","9.2","-","N/A","","Clear",290,"2013-07-30 23:53:00",NA
"8778",2013-07-30 18:53:00,"6:53 PM",73,37.9,"28",30.1,10,"WNW","8.1","-","N/A","","Clear",300,"2013-07-31 00:53:00",NA
"8779",2013-07-30 19:53:00,"7:53 PM",71.1,39.9,"32",30.1,10,"WSW","4.6","-","N/A","","Clear",250,"2013-07-31 01:53:00",NA
"8780",2013-07-30 20:53:00,"8:53 PM",69.1,39,"33",30.12,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-31 02:53:00",NA
"8781",2013-07-30 21:53:00,"9:53 PM",61,44.1,"54",30.15,10,"SSW","5.8","-","N/A","","Clear",210,"2013-07-31 03:53:00",NA
"8782",2013-07-30 22:53:00,"10:53 PM",59,43,"55",30.16,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-31 04:53:00",NA
"8783",2013-07-30 23:53:00,"11:53 PM",57,43,"59",30.16,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-31 05:53:00",NA
"8784",2013-07-31 00:53:00,"12:53 AM",51.1,43,"74",30.18,10,"SE","5.8","-","N/A","","Clear",130,"2013-07-31 06:53:00",NA
"8785",2013-07-31 01:53:00,"1:53 AM",48,43,"83",30.19,10,"SE","5.8","-","N/A","","Clear",140,"2013-07-31 07:53:00",NA
"8786",2013-07-31 02:53:00,"2:53 AM",46,41,"83",30.23,10,"ESE","4.6","-","N/A","","Clear",120,"2013-07-31 08:53:00",NA
"8787",2013-07-31 03:53:00,"3:53 AM",46.9,41,"80",30.21,10,"SSE","3.5","-","N/A","","Clear",150,"2013-07-31 09:53:00",NA
"8788",2013-07-31 04:53:00,"4:53 AM",44.1,39,"82",30.22,10,"SE","4.6","-","N/A","","Clear",130,"2013-07-31 10:53:00",NA
"8789",2013-07-31 05:53:00,"5:53 AM",43,39,"86",30.22,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-31 11:53:00",NA
"8790",2013-07-31 06:53:00,"6:53 AM",42.1,37.9,"85",30.23,10,"SSE","5.8","-","N/A","","Clear",160,"2013-07-31 12:53:00",NA
"8791",2013-07-31 07:53:00,"7:53 AM",46.9,41,"80",30.22,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-31 13:53:00",NA
"8792",2013-07-31 08:53:00,"8:53 AM",55,42.1,"62",30.2,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-31 14:53:00",NA
"8793",2013-07-31 09:53:00,"9:53 AM",64,42.1,"45",30.19,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-31 15:53:00",NA
"8794",2013-07-31 10:53:00,"10:53 AM",72,39.9,"31",30.14,10,"NNE","3.5","-","N/A","","Clear",30,"2013-07-31 16:53:00",NA
"8795",2013-07-31 11:53:00,"11:53 AM",77,37,"24",30.12,10,"Variable","3.5","-","N/A","","Clear",0,"2013-07-31 17:53:00",NA
"8796",2013-07-31 12:53:00,"12:53 PM",79,34,"20",30.11,10,"SE","5.8","-","N/A","","Clear",140,"2013-07-31 18:53:00",NA
"8797",2013-07-31 13:53:00,"1:53 PM",81,33.1,"18",30.09,10,"Calm","Calm","-","N/A","","Clear",0,"2013-07-31 19:53:00",NA
"8798",2013-07-31 14:53:00,"2:53 PM",82,32,"16",30.06,10,"SSE","5.8","19.6","N/A","","Clear",150,"2013-07-31 20:53:00",NA
"8799",2013-07-31 15:53:00,"3:53 PM",82,30,"15",30.05,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2013-07-31 21:53:00",NA
"8800",2013-07-31 16:53:00,"4:53 PM",79,30,"17",30.07,10,"Variable","3.5","-","0.00","Rain","Light Rain",0,"2013-07-31 22:53:00",NA
"8801",2013-07-31 17:53:00,"5:53 PM",79,33.1,"19",30.06,10,"North","5.8","-","0.00","","Partly Cloudy",350,"2013-07-31 23:53:00",NA
"8802",2013-07-31 18:53:00,"6:53 PM",77,32,"19",30.09,10,"Variable","3.5","27.6","N/A","","Overcast",0,"2013-08-01 00:53:00",NA
"8803",2013-07-31 19:53:00,"7:53 PM",75,34,"22",30.05,10,"East","3.5","-","N/A","","Mostly Cloudy",80,"2013-08-01 01:53:00",NA
"8804",2013-07-31 20:53:00,"8:53 PM",72,39,"30",30.03,10,"SE","3.5","-","N/A","","Mostly Cloudy",140,"2013-08-01 02:53:00",NA
"8805",2013-07-31 21:53:00,"9:53 PM",69.1,39,"33",30.02,10,"SW","4.6","-","N/A","","Overcast",230,"2013-08-01 03:53:00",NA
"8806",2013-07-31 22:53:00,"10:53 PM",64.9,42.1,"43",30,10,"East","3.5","-","N/A","","Mostly Cloudy",90,"2013-08-01 04:53:00",NA
"8807",2013-07-31 23:53:00,"11:53 PM",64,39.9,"41",29.98,10,"SSW","4.6","-","N/A","","Scattered Clouds",200,"2013-08-01 05:53:00",NA
"8808",2013-08-01 00:53:00,"12:53 AM",62.1,37.9,"41",29.97,10,"SW","4.6","-","N/A","","Clear",220,"2013-08-01 06:53:00",NA
"8809",2013-08-01 01:53:00,"1:53 AM",62.1,37.9,"41",29.97,10,"South","8.1","-","N/A","","Unknown",170,"2013-08-01 07:53:00",NA
"8810",2013-08-01 02:53:00,"2:53 AM",62.1,39,"43",29.94,10,"South","6.9","-","N/A","","Clear",180,"2013-08-01 08:53:00",NA
"8811",2013-08-01 03:53:00,"3:53 AM",59,39,"48",29.94,10,"Calm","Calm","-","N/A","","Clear",0,"2013-08-01 09:53:00",NA
"8812",2013-08-01 04:53:00,"4:53 AM",55,39.9,"57",29.96,10,"South","4.6","-","N/A","","Clear",180,"2013-08-01 10:53:00",NA
"8813",2013-08-01 05:53:00,"5:53 AM",57,41,"55",29.95,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2013-08-01 11:53:00",NA
"8814",2013-08-01 06:53:00,"6:53 AM",57.9,42.1,"56",29.93,10,"SW","10.4","-","N/A","","Scattered Clouds",220,"2013-08-01 12:53:00",NA
"8815",2013-08-01 07:53:00,"7:53 AM",59,42.1,"53",29.94,10,"SSW","4.6","-","N/A","","Clear",210,"2013-08-01 13:53:00",NA
"8816",2013-08-01 08:53:00,"8:53 AM",62.1,41,"46",29.97,10,"ENE","3.5","-","N/A","","Overcast",70,"2013-08-01 14:53:00",NA
"8817",2013-08-01 09:53:00,"9:53 AM",64.9,42.1,"43",29.95,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2013-08-01 15:53:00",NA
"8818",2013-08-01 10:53:00,"10:53 AM",69.1,42.1,"38",29.93,10,"North","5.8","-","N/A","","Partly Cloudy",350,"2013-08-01 16:53:00",NA
"8819",2013-08-01 11:53:00,"11:53 AM",71.1,42.1,"35",29.9,10,"NNW","5.8","-","N/A","","Mostly Cloudy",340,"2013-08-01 17:53:00",NA
"8820",2013-08-01 12:53:00,"12:53 PM",72,44.1,"37",29.87,10,"West","8.1","-","N/A","","Clear",260,"2013-08-01 18:53:00",NA
"8821",2013-08-01 13:53:00,"1:53 PM",75.9,46,"35",29.84,10,"WNW","18.4","24.2","N/A","","Scattered Clouds",290,"2013-08-01 19:53:00",NA
"8822",2013-08-01 14:53:00,"2:53 PM",66.9,46.9,"49",29.83,10,"NW","21.9","34.5","N/A","","Mostly Cloudy",310,"2013-08-01 20:53:00",NA
"8823",2013-08-01 15:38:00,"3:38 PM",62.6,48.2,"59",29.97,10,"WNW","15.0","28.8","N/A","Thunderstorm","Mostly Cloudy",290,"2013-08-01 21:38:00",NA
"8824",2013-08-01 15:53:00,"3:53 PM",61,51.1,"70",29.91,10,"West","32.2","47.2","0.00","Rain-Thunderstorm","Light Thunderstorms and Rain",260,"2013-08-01 21:53:00",NA
"8825",2013-08-01 16:02:00,"4:02 PM",55.4,53.6,"94",30.08,0.8,"WNW","40.3","52.9","0.29","Rain-Thunderstorm","Heavy Thunderstorms and Rain",290,"2013-08-01 22:02:00",NA
"8826",2013-08-01 16:09:00,"4:09 PM",55.4,53.6,"94",30.12,0.8,"WNW","24.2","52.9","0.36","Rain-Thunderstorm","Heavy Thunderstorms and Rain",300,"2013-08-01 22:09:00",NA
"8827",2013-08-01 16:11:00,"4:11 PM",55.4,53.6,"94",30.12,1,"WNW","23.0","47.2","0.37","Rain-Thunderstorm","Thunderstorms and Rain",300,"2013-08-01 22:11:00",NA
"8828",2013-08-01 16:14:00,"4:14 PM",55.4,53.6,"94",30.12,3,"NW","21.9","34.5","0.37","Rain-Thunderstorm","Thunderstorms and Rain",310,"2013-08-01 22:14:00",NA
"8829",2013-08-01 16:30:00,"4:30 PM",55.4,-9999,"N/A",30.1,4,"North","13.8","20.7","0.42","Rain-Thunderstorm","Heavy Thunderstorms and Rain",10,"2013-08-01 22:30:00",NA
"8830",2013-08-01 16:40:00,"4:40 PM",55.4,-9999,"N/A",29.99,4,"North","29.9","38.0","0.45","Rain-Thunderstorm","Rain",10,"2013-08-01 22:40:00",NA
"8831",2013-08-01 16:46:00,"4:46 PM",55.4,-9999,"N/A",30.01,6,"NNE","17.3","38.0","0.46","Rain-Thunderstorm","Light Rain",20,"2013-08-01 22:46:00",NA
"8832",2013-08-01 16:53:00,"4:53 PM",57.9,-9999,"N/A",29.94,10,"NNW","9.2","33.4","0.46","Rain-Thunderstorm","Light Rain",330,"2013-08-01 22:53:00",NA
"8833",2013-08-01 17:07:00,"5:07 PM",57.2,-9999,"N/A",30.05,10,"WNW","23.0","31.1","0.00","","Scattered Clouds",290,"2013-08-01 23:07:00",NA
"8834",2013-08-01 17:14:00,"5:14 PM",57.2,-9999,"N/A",30.05,10,"WNW","21.9","31.1","0.00","","Partly Cloudy",290,"2013-08-01 23:14:00",NA
"8835",2013-08-01 17:53:00,"5:53 PM",57,-9999,"N/A",29.98,10,"WNW","17.3","25.3","0.00","","Mostly Cloudy",300,"2013-08-01 23:53:00",NA
"8836",2013-08-01 18:11:00,"6:11 PM",60.8,-9999,"N/A",30.08,10,"NNW","17.3","28.8","N/A","","Scattered Clouds",340,"2013-08-02 00:11:00",NA
"8837",2013-08-01 18:53:00,"6:53 PM",57,-9999,"N/A",29.97,10,"NW","15.0","-","N/A","","Overcast",310,"2013-08-02 00:53:00",NA
"8838",2013-08-01 19:53:00,"7:53 PM",55.9,46.9,"72",29.97,10,"WNW","8.1","-","N/A","","Mostly Cloudy",290,"2013-08-02 01:53:00",NA
"8839",2013-08-01 20:53:00,"8:53 PM",55,48,"77",29.95,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2013-08-02 02:53:00",NA
"8840",2013-08-01 21:53:00,"9:53 PM",53.1,48,"83",29.95,10,"South","3.5","-","N/A","","Overcast",180,"2013-08-02 03:53:00",NA
"8841",2013-08-01 22:53:00,"10:53 PM",52,48,"86",29.92,10,"ESE","3.5","-","N/A","","Overcast",120,"2013-08-02 04:53:00",NA
"8842",2013-08-01 23:33:00,"11:33 PM",51.8,48.2,"88",30.07,10,"ENE","4.6","-","N/A","Thunderstorm","Scattered Clouds",70,"2013-08-02 05:33:00",NA
"8843",2013-08-01 23:48:00,"11:48 PM",51.8,48.2,"88",30.05,10,"ENE","6.9","-","N/A","","Mostly Cloudy",70,"2013-08-02 05:48:00",NA
"8844",2013-08-01 23:53:00,"11:53 PM",53.1,48,"83",29.9,10,"NE","4.6","-","N/A","","Mostly Cloudy",40,"2013-08-02 05:53:00",NA
"8845",2013-08-02 00:03:00,"12:03 AM",53.6,48.2,"82",30.03,10,"West","3.5","-","N/A","Thunderstorm","Overcast",280,"2013-08-02 06:03:00",NA
"8846",2013-08-02 00:21:00,"12:21 AM",53.6,48.2,"82",30.06,10,"WNW","11.5","17.3","N/A","Thunderstorm","Overcast",300,"2013-08-02 06:21:00",NA
"8847",2013-08-02 00:41:00,"12:41 AM",51.8,50,"94",30.09,3,"Variable","4.6","18.4","0.12","Rain-Thunderstorm","Heavy Thunderstorms and Rain",0,"2013-08-02 06:41:00",NA
"8848",2013-08-02 00:53:00,"12:53 AM",52,50,"93",29.94,8,"NNE","10.4","-","0.14","Rain-Thunderstorm","Light Rain",20,"2013-08-02 06:53:00",NA
"8849",2013-08-02 01:27:00,"1:27 AM",53.6,46.4,"77",30.07,10,"North","4.6","-","0.02","Thunderstorm","Overcast",10,"2013-08-02 07:27:00",NA
"8850",2013-08-02 01:48:00,"1:48 AM",53.6,46.4,"77",30.05,10,"Calm","Calm","-","0.02","","Overcast",0,"2013-08-02 07:48:00",NA
"8851",2013-08-02 01:53:00,"1:53 AM",52,46.9,"83",29.9,10,"Calm","Calm","-","0.02","","Overcast",0,"2013-08-02 07:53:00",NA
"8852",2013-08-02 02:53:00,"2:53 AM",48.9,46.9,"93",29.92,10,"SE","8.1","-","N/A","","Clear",140,"2013-08-02 08:53:00",NA
"8853",2013-08-02 03:53:00,"3:53 AM",48,46,"93",29.94,10,"Calm","Calm","-","N/A","","Clear",0,"2013-08-02 09:53:00",NA
"8854",2013-08-02 04:53:00,"4:53 AM",46.9,46,"97",29.97,10,"Calm","Calm","-","N/A","","Overcast",0,"2013-08-02 10:53:00",NA
"8855",2013-08-02 05:53:00,"5:53 AM",46,45,"96",29.98,10,"WSW","4.6","-","N/A","","Scattered Clouds",240,"2013-08-02 11:53:00",NA
"8856",2013-08-02 06:53:00,"6:53 AM",45,44.1,"97",30,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2013-08-02 12:53:00",NA
"8857",2013-08-02 07:53:00,"7:53 AM",46.9,45,"93",30.01,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2013-08-02 13:53:00",NA
"8858",2013-08-02 08:53:00,"8:53 AM",51.1,46.9,"86",30.01,10,"Calm","Calm","-","N/A","","Clear",0,"2013-08-02 14:53:00",NA
"8859",2013-08-02 09:53:00,"9:53 AM",59,45,"60",29.99,10,"Variable","4.6","-","N/A","","Clear",0,"2013-08-02 15:53:00",NA
"8860",2013-08-02 10:53:00,"10:53 AM",61,45,"56",29.99,10,"North","3.5","-","N/A","","Partly Cloudy",360,"2013-08-02 16:53:00",NA
"8861",2013-08-02 11:53:00,"11:53 AM",63,43,"48",29.99,10,"ENE","4.6","-","N/A","","Scattered Clouds",60,"2013-08-02 17:53:00",NA
"8862",2013-08-02 12:53:00,"12:53 PM",66.9,37,"33",29.97,10,"WSW","15.0","-","N/A","","Mostly Cloudy",250,"2013-08-02 18:53:00",NA
"8863",2013-08-02 13:53:00,"1:53 PM",69.1,34,"27",29.95,10,"West","11.5","20.7","N/A","","Clear",270,"2013-08-02 19:53:00",NA
"8864",2013-08-02 14:53:00,"2:53 PM",71.1,35.1,"27",29.96,10,"WNW","9.2","-","N/A","","Clear",300,"2013-08-02 20:53:00",NA
"8865",2013-08-02 15:53:00,"3:53 PM",70,39,"32",29.96,10,"WNW","13.8","19.6","N/A","","Clear",300,"2013-08-02 21:53:00",NA
"8866",2013-08-02 16:53:00,"4:53 PM",71.1,39,"31",29.96,10,"NW","13.8","20.7","N/A","","Clear",310,"2013-08-02 22:53:00",NA
"8867",2013-08-02 17:53:00,"5:53 PM",66.9,41,"39",29.98,10,"NW","11.5","21.9","N/A","","Clear",320,"2013-08-02 23:53:00",NA
"8868",2013-08-02 18:53:00,"6:53 PM",66.9,41,"39",29.99,10,"NW","12.7","-","N/A","","Clear",310,"2013-08-03 00:53:00",NA
"8869",2013-08-02 19:53:00,"7:53 PM",66,41,"40",30,10,"WNW","9.2","-","N/A","","Clear",300,"2013-08-03 01:53:00",NA
"8870",2013-08-02 20:53:00,"8:53 PM",63,43,"48",30.02,10,"North","6.9","-","N/A","","Clear",350,"2013-08-03 02:53:00",NA
"8871",2013-08-02 21:53:00,"9:53 PM",60.1,43,"53",30.04,10,"North","5.8","-","N/A","","Clear",350,"2013-08-03 03:53:00",NA
"8872",2013-08-02 22:53:00,"10:53 PM",57.9,44.1,"60",30.06,10,"WNW","8.1","-","N/A","","Clear",300,"2013-08-03 04:53:00",NA
"8873",2013-08-02 23:53:00,"11:53 PM",53.1,44.1,"71",30.08,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2013-08-03 05:53:00",NA
"8874",2013-08-03 00:53:00,"12:53 AM",51.1,43,"74",30.08,10,"SSE","5.8","-","N/A",NA,"Partly Cloudy",160,"2013-08-03 06:53:00",NA
"8875",2013-08-03 01:53:00,"1:53 AM",46.9,42.1,"83",30.08,10,"ESE","4.6","-","N/A",NA,"Clear",110,"2013-08-03 07:53:00",NA
"8876",2013-08-03 02:53:00,"2:53 AM",46.9,42.1,"83",30.07,10,"ESE","3.5","-","N/A",NA,"Mostly Cloudy",120,"2013-08-03 08:53:00",NA
"8877",2013-08-03 03:53:00,"3:53 AM",46,42.1,"86",30.08,10,"SSE","4.6","-","N/A",NA,"Clear",150,"2013-08-03 09:53:00",NA
"8878",2013-08-03 04:53:00,"4:53 AM",44.1,41,"89",30.08,10,"East","3.5","-","N/A",NA,"Clear",100,"2013-08-03 10:53:00",NA
"8879",2013-08-03 05:53:00,"5:53 AM",43,39.9,"89",30.11,10,"SE","4.6","-","N/A",NA,"Clear",140,"2013-08-03 11:53:00",NA
"8880",2013-08-03 06:53:00,"6:53 AM",43,39.9,"89",30.12,10,"ESE","3.5","-","N/A",NA,"Clear",120,"2013-08-03 12:53:00",NA
"8881",2013-08-03 07:53:00,"7:53 AM",46,42.1,"86",30.12,10,"South","3.5","-","N/A",NA,"Clear",180,"2013-08-03 13:53:00",NA
"8882",2013-08-03 08:53:00,"8:53 AM",53.1,44.1,"71",30.1,10,"ENE","3.5","-","N/A",NA,"Clear",70,"2013-08-03 14:53:00",NA
"8883",2013-08-03 09:53:00,"9:53 AM",57.9,45,"62",30.09,10,"Calm","Calm","-","N/A",NA,"Clear",0,"2013-08-03 15:53:00",NA
"8884",2013-08-03 10:53:00,"10:53 AM",63,44.1,"50",30.06,10,"Calm","Calm","-","N/A",NA,"Clear",0,"2013-08-03 16:53:00",NA
"8885",2013-08-03 11:53:00,"11:53 AM",66.9,42.1,"40",30.05,10,"ENE","6.9","-","N/A",NA,"Clear",70,"2013-08-03 17:53:00",NA
